season,week,division,optimal_score,lineup_efficiency,team_score,opponent_score,optimal_opponent_score,result,opponent_id,allplay_wins,allplay_games,allplay_pct,roster_id,optimal_player_id,optimal_player_score,gameweek,matchup_id,manager,points,points_opponent,win,all_play,pp_points,pp_points_opponent,pp_win,selected_pts,selected_win,selected_all_play,selected_pp,selected_pp_opponent,selected_pp_win,nxt_wk_win
1,4,1,91.72,0.779,71.48,50.86,68.36,W,12,5.0,11,0.455,11,"['1264', '4066', '4981', '6770', '6786', '7021', '8205']","[np.float64(1.0), np.float64(7.8), np.float64(16.6), np.float64(29.82), np.float64(9.3), np.float64(14.6), np.float64(12.6)]",4,3,Dominichudson1986,91.08,105.14,0.0,3.0,99.68,118.70000000000002,0.0,91.08,0.0,3.0,99.68,118.70000000000002,0.0,0.0
1,4,1,68.36,0.744,50.86,71.48,91.71999999999998,L,11,0.0,11,0.0,12,"['1689', '5119', '5850', '6768', '8110', '8121', '8132']","[np.float64(15.7), np.float64(2.0), np.float64(8.3), np.float64(16.36), np.float64(1.4), np.float64(10.6), np.float64(14.0)]",4,3,jhh82,105.14,91.08,1.0,7.0,118.70000000000002,99.68,1.0,105.14,1.0,7.0,118.70000000000002,99.68,1.0,0.0
1,5,1,79.52,0.684,54.39,66.25,83.78000000000002,L,7,0.0,11,0.0,1,"['11539', '11563', '3321', '4035', '5012', '8137', '8138']","[np.float64(4.0), np.float64(20.32), np.float64(12.4), np.float64(15.8), np.float64(7.8), np.float64(10.9), np.float64(8.3)]",5,1,msouthwell,122.44,81.86,1.0,9.0,141.26,115.86,1.0,122.44,1.0,9.0,141.26,115.86,1.0,0.0
1,5,1,101.68,0.853,86.75,69.67,80.61999999999999,W,8,8.0,11,0.727,2,"['11533', '11604', '5947', '5995', '7528', '7569', '9758']","[np.float64(12.0), np.float64(25.6), np.float64(16.1), np.float64(4.4), np.float64(14.8), np.float64(16.5), np.float64(12.28)]",5,5,Newty51,113.64,88.66,1.0,7.0,127.44,92.16000000000001,1.0,113.64,1.0,7.0,127.44,92.16000000000001,1.0,0.0
1,5,1,118.4,0.795,94.15,77.42,86.60000000000001,W,4,9.0,11,0.818,3,"['2309', '3214', '3451', '5872', '6904', '8220', '9221']","[np.float64(11.9), np.float64(13.0), np.float64(7.0), np.float64(7.0), np.float64(14.0), np.float64(10.8), np.float64(54.7)]",5,6,TenAndJerry,91.06,77.82,1.0,4.0,91.05999999999999,90.72000000000001,1.0,91.06,1.0,4.0,91.05999999999999,90.72000000000001,1.0,0.0
1,5,1,86.6,0.894,77.42,94.15,118.4,L,3,6.0,11,0.545,4,"['11566', '11584', '11632', '11655', '8144', '8259']","[np.float64(25.6), np.float64(16.9), np.float64(19.2), np.float64(10.5), np.float64(12.4), np.float64(2.0)]",5,6,DanCoulton,77.82,91.06,0.0,0.0,90.72000000000001,91.05999999999999,0.0,77.82,0.0,0.0,90.72000000000001,91.05999999999999,0.0,0.0
1,5,1,98.8,0.781,77.13,80.62,104.52,L,10,5.0,11,0.455,5,"['10859', '11635', '5248', '5849', '5927', '6650', '6806']","[np.float64(22.4), np.float64(15.2), np.float64(25.4), np.float64(16.6), np.float64(12.3), np.float64(1.0), np.float64(5.9)]",5,2,JPLdavies2024,116.1,90.04,1.0,8.0,118.8,109.03999999999999,1.0,116.1,1.0,8.0,118.8,109.03999999999999,1.0,0.0
1,5,1,137.1,0.761,104.35,57.63,77.21999999999998,W,12,11.0,11,1.0,6,"['4033', '4866', '4881', '7049', '7588', '9997']","[np.float64(12.7), np.float64(36.1), np.float64(18.1), np.float64(20.0), np.float64(16.9), np.float64(33.3)]",5,3,steveoreilly7,102.22,122.97999999999999,0.0,6.0,123.01999999999998,127.18,0.0,102.22,0.0,6.0,123.01999999999998,127.18,0.0,0.0
1,5,1,83.78,0.791,66.25,54.39,79.52,W,1,2.0,11,0.182,7,"['1339', '1373', '3678', '4234', '6803', '6813', '6845']","[np.float64(10.8), np.float64(11.58), np.float64(3.0), np.float64(15.6), np.float64(16.2), np.float64(13.2), np.float64(13.4)]",5,1,JoeWright,81.86,122.44,0.0,1.0,115.86,141.26,0.0,81.86,0.0,1.0,115.86,141.26,0.0,0.0
1,5,1,80.62,0.864,69.67,86.75,101.68,L,2,4.0,11,0.364,8,"['4018', '5045', '7042', '8183', '8255', '9500']","[np.float64(7.0), np.float64(16.5), np.float64(2.0), np.float64(22.02), np.float64(19.5), np.float64(13.6)]",5,5,mikepearson,88.66,113.64,0.0,2.0,92.16000000000001,127.44,0.0,88.66,0.0,2.0,92.16000000000001,127.44,0.0,0.0
