season,manager,roster_id,h2h_wins,points_for,league
47,Tomcoulton10,3,8.0,1711.75,House of Hard Knocks
47,calumedwards,5,5.0,1525.64,House of Hard Knocks
47,hyperpringle,6,9.0,1544.26,House of Hard Knocks
47,splangtree,9,9.0,1663.18,House of Hard Knocks
48,0llie,4,8.0,1579.75,House of Hard Knocks
48,DanCoulton,1,9.0,1554.78,House of Hard Knocks
48,JoeWright,10,5.0,1604.46,House of Hard Knocks
48,Jonnydubz,8,8.0,1699.31,House of Hard Knocks
48,MajorNC,2,4.0,1533.28,House of Hard Knocks
48,Pindeco,7,8.0,1601.6,House of Hard Knocks
48,Tomcoulton10,3,11.0,1705.3899999999999,House of Hard Knocks
48,calumedwards,5,5.0,1604.14,House of Hard Knocks
48,hyperpringle,6,8.0,1631.59,House of Hard Knocks
48,splangtree,9,9.0,1580.8,House of Hard Knocks
49,0llie,4,4.0,1529.74,House of Hard Knocks
49,DanCoulton,1,5.0,1641.12,House of Hard Knocks
49,JoeWright,10,7.0,1631.4,House of Hard Knocks
49,Jonnydubz,8,8.0,1642.29,House of Hard Knocks
49,MajorNC,2,11.0,1782.61,House of Hard Knocks
49,Pindeco,7,5.0,1525.56,House of Hard Knocks
49,Tomcoulton10,3,11.0,1775.12,House of Hard Knocks
49,calumedwards,5,9.0,1602.9,House of Hard Knocks
49,hyperpringle,6,8.0,1601.65,House of Hard Knocks
49,splangtree,9,7.0,1605.51,House of Hard Knocks
50,0llie,4,6.0,1512.72,House of Hard Knocks
50,DanCoulton,1,9.0,1683.8600000000001,House of Hard Knocks
50,JoeWright,10,6.0,1499.92,House of Hard Knocks
50,Jonnydubz,8,5.0,1624.88,House of Hard Knocks
50,MajorNC,2,8.0,1661.59,House of Hard Knocks
50,Pindeco,7,6.0,1644.2,House of Hard Knocks
50,Tomcoulton10,3,9.0,1682.82,House of Hard Knocks
50,calumedwards,5,7.0,1581.25,House of Hard Knocks
50,hyperpringle,6,8.0,1667.81,House of Hard Knocks
50,splangtree,9,11.0,1718.79,House of Hard Knocks
51,0llie,4,10.0,1561.99,House of Hard Knocks
51,DanCoulton,1,5.0,1535.75,House of Hard Knocks
51,JoeWright,10,5.0,1639.2,House of Hard Knocks
51,Jonnydubz,8,8.0,1653.97,House of Hard Knocks
51,MajorNC,2,11.0,1676.23,House of Hard Knocks
51,Pindeco,7,7.0,1678.07,House of Hard Knocks
51,Tomcoulton10,3,7.0,1656.33,House of Hard Knocks
51,calumedwards,5,3.0,1488.83,House of Hard Knocks
51,hyperpringle,6,8.0,1655.81,House of Hard Knocks
51,splangtree,9,11.0,1678.2,House of Hard Knocks
52,0llie,4,4.0,1524.81,House of Hard Knocks
52,DanCoulton,1,5.0,1539.3899999999999,House of Hard Knocks
52,JoeWright,10,6.0,1522.15,House of Hard Knocks
52,Jonnydubz,8,6.0,1641.9,House of Hard Knocks
52,MajorNC,2,10.0,1639.71,House of Hard Knocks
52,Pindeco,7,6.0,1606.45,House of Hard Knocks
52,Tomcoulton10,3,12.0,1801.67,House of Hard Knocks
52,calumedwards,5,9.0,1595.8600000000001,House of Hard Knocks
52,hyperpringle,6,9.0,1629.47,House of Hard Knocks
52,splangtree,9,8.0,1638.52,House of Hard Knocks
53,0llie,4,8.0,1685.63,House of Hard Knocks
53,DanCoulton,1,9.0,1684.75,House of Hard Knocks
53,JoeWright,10,4.0,1589.48,House of Hard Knocks
53,Jonnydubz,8,10.0,1595.69,House of Hard Knocks
53,MajorNC,2,5.0,1637.88,House of Hard Knocks
53,Pindeco,7,8.0,1635.8700000000001,House of Hard Knocks
53,Tomcoulton10,3,6.0,1730.77,House of Hard Knocks
53,calumedwards,5,9.0,1545.98,House of Hard Knocks
53,hyperpringle,6,8.0,1626.22,House of Hard Knocks
53,splangtree,9,8.0,1630.6200000000001,House of Hard Knocks
54,0llie,4,8.0,1575.24,House of Hard Knocks
54,DanCoulton,1,7.0,1660.55,House of Hard Knocks
54,JoeWright,10,8.0,1569.22,House of Hard Knocks
54,Jonnydubz,8,10.0,1651.69,House of Hard Knocks
54,MajorNC,2,9.0,1723.47,House of Hard Knocks
54,Pindeco,7,3.0,1464.58,House of Hard Knocks
54,Tomcoulton10,3,7.0,1669.7,House of Hard Knocks
54,calumedwards,5,9.0,1557.33,House of Hard Knocks
54,hyperpringle,6,6.0,1482.49,House of Hard Knocks
54,splangtree,9,8.0,1644.7,House of Hard Knocks
55,0llie,4,11.0,1593.2,House of Hard Knocks
55,DanCoulton,1,10.0,1595.65,House of Hard Knocks
55,JoeWright,10,5.0,1524.69,House of Hard Knocks
55,Jonnydubz,8,6.0,1604.31,House of Hard Knocks
55,MajorNC,2,9.0,1642.82,House of Hard Knocks
55,Pindeco,7,9.0,1586.23,House of Hard Knocks
55,Tomcoulton10,3,6.0,1660.74,House of Hard Knocks
55,calumedwards,5,6.0,1556.79,House of Hard Knocks
55,hyperpringle,6,8.0,1611.87,House of Hard Knocks
55,splangtree,9,5.0,1580.04,House of Hard Knocks
56,0llie,4,8.0,1614.6399999999999,House of Hard Knocks
56,DanCoulton,1,8.0,1553.23,House of Hard Knocks
56,JoeWright,10,6.0,1586.78,House of Hard Knocks
56,Jonnydubz,8,11.0,1729.3,House of Hard Knocks
56,MajorNC,2,7.0,1637.58,House of Hard Knocks
56,Pindeco,7,7.0,1749.05,House of Hard Knocks
56,Tomcoulton10,3,6.0,1675.64,House of Hard Knocks
56,calumedwards,5,8.0,1625.07,House of Hard Knocks
56,hyperpringle,6,6.0,1708.66,House of Hard Knocks
56,splangtree,9,8.0,1775.49,House of Hard Knocks
57,0llie,4,6.0,1514.83,House of Hard Knocks
57,DanCoulton,1,6.0,1636.77,House of Hard Knocks
57,JoeWright,10,7.0,1574.96,House of Hard Knocks
57,Jonnydubz,8,9.0,1628.95,House of Hard Knocks
57,MajorNC,2,11.0,1701.23,House of Hard Knocks
57,Pindeco,7,8.0,1694.9,House of Hard Knocks
57,Tomcoulton10,3,5.0,1605.61,House of Hard Knocks
57,calumedwards,5,9.0,1638.12,House of Hard Knocks
57,hyperpringle,6,8.0,1722.49,House of Hard Knocks
57,splangtree,9,6.0,1590.3600000000001,House of Hard Knocks
58,0llie,4,10.0,1573.06,House of Hard Knocks
58,DanCoulton,1,9.0,1633.3899999999999,House of Hard Knocks
58,JoeWright,10,8.0,1587.96,House of Hard Knocks
58,Jonnydubz,8,3.0,1620.58,House of Hard Knocks
58,MajorNC,2,9.0,1686.16,House of Hard Knocks
58,Pindeco,7,5.0,1562.19,House of Hard Knocks
58,Tomcoulton10,3,8.0,1648.8,House of Hard Knocks
58,calumedwards,5,7.0,1538.24,House of Hard Knocks
58,hyperpringle,6,5.0,1537.65,House of Hard Knocks
58,splangtree,9,11.0,1712.69,House of Hard Knocks
59,0llie,4,7.0,1548.66,House of Hard Knocks
59,DanCoulton,1,7.0,1555.1599999999999,House of Hard Knocks
59,JoeWright,10,6.0,1629.3700000000001,House of Hard Knocks
59,Jonnydubz,8,8.0,1612.26,House of Hard Knocks
59,MajorNC,2,8.0,1657.85,House of Hard Knocks
59,Pindeco,7,9.0,1588.32,House of Hard Knocks
59,Tomcoulton10,3,8.0,1603.3899999999999,House of Hard Knocks
59,calumedwards,5,7.0,1526.75,House of Hard Knocks
59,hyperpringle,6,9.0,1524.57,House of Hard Knocks
59,splangtree,9,6.0,1677.09,House of Hard Knocks
60,0llie,4,6.0,1502.78,House of Hard Knocks
60,DanCoulton,1,10.0,1585.59,House of Hard Knocks
60,JoeWright,10,4.0,1455.45,House of Hard Knocks
60,Jonnydubz,8,5.0,1578.79,House of Hard Knocks
60,MajorNC,2,10.0,1805.1399999999999,House of Hard Knocks
60,Pindeco,7,8.0,1670.44,House of Hard Knocks
60,Tomcoulton10,3,9.0,1633.5,House of Hard Knocks
60,calumedwards,5,4.0,1472.95,House of Hard Knocks
60,hyperpringle,6,7.0,1665.83,House of Hard Knocks
60,splangtree,9,12.0,1702.45,House of Hard Knocks
61,0llie,4,4.0,1509.12,House of Hard Knocks
61,DanCoulton,1,10.0,1745.35,House of Hard Knocks
61,JoeWright,10,6.0,1647.88,House of Hard Knocks
61,Jonnydubz,8,8.0,1631.76,House of Hard Knocks
61,MajorNC,2,10.0,1698.34,House of Hard Knocks
61,Pindeco,7,5.0,1653.92,House of Hard Knocks
61,Tomcoulton10,3,8.0,1751.33,House of Hard Knocks
61,calumedwards,5,9.0,1660.6,House of Hard Knocks
61,hyperpringle,6,8.0,1651.55,House of Hard Knocks
61,splangtree,9,7.0,1678.08,House of Hard Knocks
62,0llie,4,7.0,1425.09,House of Hard Knocks
62,DanCoulton,1,10.0,1635.89,House of Hard Knocks
62,JoeWright,10,3.0,1493.24,House of Hard Knocks
62,Jonnydubz,8,8.0,1569.67,House of Hard Knocks
62,MajorNC,2,9.0,1693.61,House of Hard Knocks
62,Pindeco,7,5.0,1666.14,House of Hard Knocks
62,Tomcoulton10,3,8.0,1763.0500000000002,House of Hard Knocks
62,calumedwards,5,9.0,1620.26,House of Hard Knocks
62,hyperpringle,6,8.0,1595.09,House of Hard Knocks
62,splangtree,9,8.0,1535.8600000000001,House of Hard Knocks
63,0llie,4,6.0,1529.02,House of Hard Knocks
63,DanCoulton,1,8.0,1618.24,House of Hard Knocks
63,JoeWright,10,6.0,1575.55,House of Hard Knocks
63,Jonnydubz,8,10.0,1623.3600000000001,House of Hard Knocks
63,MajorNC,2,6.0,1562.79,House of Hard Knocks
63,Pindeco,7,6.0,1603.7,House of Hard Knocks
63,Tomcoulton10,3,7.0,1699.91,House of Hard Knocks
63,calumedwards,5,7.0,1707.45,House of Hard Knocks
63,hyperpringle,6,8.0,1584.05,House of Hard Knocks
63,splangtree,9,11.0,1759.42,House of Hard Knocks
64,0llie,4,9.0,1546.22,House of Hard Knocks
64,DanCoulton,1,9.0,1610.32,House of Hard Knocks
64,JoeWright,10,1.0,1519.48,House of Hard Knocks
64,Jonnydubz,8,6.0,1649.57,House of Hard Knocks
64,MajorNC,2,9.0,1614.03,House of Hard Knocks
64,Pindeco,7,8.0,1676.53,House of Hard Knocks
64,Tomcoulton10,3,12.0,1743.92,House of Hard Knocks
64,calumedwards,5,7.0,1633.21,House of Hard Knocks
64,hyperpringle,6,5.0,1570.58,House of Hard Knocks
64,splangtree,9,9.0,1681.13,House of Hard Knocks
65,0llie,4,8.0,1534.96,House of Hard Knocks
65,DanCoulton,1,8.0,1600.6599999999999,House of Hard Knocks
65,JoeWright,10,3.0,1375.95,House of Hard Knocks
65,Jonnydubz,8,7.0,1568.71,House of Hard Knocks
65,MajorNC,2,7.0,1640.44,House of Hard Knocks
65,Pindeco,7,7.0,1649.09,House of Hard Knocks
65,Tomcoulton10,3,9.0,1710.92,House of Hard Knocks
65,calumedwards,5,8.0,1644.92,House of Hard Knocks
65,hyperpringle,6,7.0,1654.43,House of Hard Knocks
65,splangtree,9,11.0,1731.1100000000001,House of Hard Knocks
66,0llie,4,6.0,1541.66,House of Hard Knocks
66,DanCoulton,1,7.0,1736.28,House of Hard Knocks
66,JoeWright,10,3.0,1549.25,House of Hard Knocks
66,Jonnydubz,8,6.0,1573.08,House of Hard Knocks
66,MajorNC,2,11.0,1798.69,House of Hard Knocks
66,Pindeco,7,8.0,1738.42,House of Hard Knocks
66,Tomcoulton10,3,14.0,1834.05,House of Hard Knocks
66,calumedwards,5,6.0,1552.59,House of Hard Knocks
66,hyperpringle,6,6.0,1614.93,House of Hard Knocks
66,splangtree,9,8.0,1619.68,House of Hard Knocks
67,0llie,4,4.0,1469.94,House of Hard Knocks
67,DanCoulton,1,9.0,1573.33,House of Hard Knocks
67,JoeWright,10,7.0,1618.82,House of Hard Knocks
67,Jonnydubz,8,8.0,1656.81,House of Hard Knocks
67,MajorNC,2,10.0,1774.35,House of Hard Knocks
67,Pindeco,7,7.0,1601.54,House of Hard Knocks
67,Tomcoulton10,3,8.0,1691.82,House of Hard Knocks
67,calumedwards,5,8.0,1560.84,House of Hard Knocks
67,hyperpringle,6,8.0,1734.13,House of Hard Knocks
67,splangtree,9,6.0,1570.02,House of Hard Knocks
68,0llie,4,6.0,1603.51,House of Hard Knocks
68,DanCoulton,1,8.0,1623.08,House of Hard Knocks
68,JoeWright,10,2.0,1432.03,House of Hard Knocks
68,Jonnydubz,8,9.0,1761.57,House of Hard Knocks
68,MajorNC,2,8.0,1611.8400000000001,House of Hard Knocks
68,Pindeco,7,7.0,1597.53,House of Hard Knocks
68,Tomcoulton10,3,11.0,1750.02,House of Hard Knocks
68,calumedwards,5,7.0,1594.32,House of Hard Knocks
68,hyperpringle,6,8.0,1626.8600000000001,House of Hard Knocks
68,splangtree,9,9.0,1783.28,House of Hard Knocks
69,0llie,4,6.0,1569.98,House of Hard Knocks
69,DanCoulton,1,7.0,1533.34,House of Hard Knocks
69,JoeWright,10,4.0,1538.26,House of Hard Knocks
69,Jonnydubz,8,11.0,1648.98,House of Hard Knocks
69,MajorNC,2,8.0,1607.46,House of Hard Knocks
69,Pindeco,7,6.0,1715.99,House of Hard Knocks
69,Tomcoulton10,3,8.0,1686.6,House of Hard Knocks
69,calumedwards,5,8.0,1601.34,House of Hard Knocks
69,hyperpringle,6,9.0,1680.6399999999999,House of Hard Knocks
69,splangtree,9,8.0,1560.91,House of Hard Knocks
70,0llie,4,6.0,1540.09,House of Hard Knocks
70,DanCoulton,1,6.0,1628.99,House of Hard Knocks
70,JoeWright,10,4.0,1446.2,House of Hard Knocks
70,Jonnydubz,8,8.0,1619.73,House of Hard Knocks
70,MajorNC,2,13.0,1752.28,House of Hard Knocks
70,Pindeco,7,6.0,1657.45,House of Hard Knocks
70,Tomcoulton10,3,9.0,1758.65,House of Hard Knocks
70,calumedwards,5,7.0,1627.56,House of Hard Knocks
70,hyperpringle,6,6.0,1564.16,House of Hard Knocks
70,splangtree,9,10.0,1651.6000000000001,House of Hard Knocks
71,0llie,4,8.0,1519.35,House of Hard Knocks
71,DanCoulton,1,9.0,1662.69,House of Hard Knocks
71,JoeWright,10,3.0,1396.51,House of Hard Knocks
71,Jonnydubz,8,9.0,1620.57,House of Hard Knocks
71,MajorNC,2,11.0,1701.62,House of Hard Knocks
71,Pindeco,7,8.0,1566.35,House of Hard Knocks
71,Tomcoulton10,3,9.0,1818.95,House of Hard Knocks
71,calumedwards,5,3.0,1505.17,House of Hard Knocks
71,hyperpringle,6,8.0,1554.89,House of Hard Knocks
71,splangtree,9,7.0,1650.47,House of Hard Knocks
72,0llie,4,5.0,1454.6200000000001,House of Hard Knocks
72,DanCoulton,1,11.0,1652.3799999999999,House of Hard Knocks
72,JoeWright,10,9.0,1655.3600000000001,House of Hard Knocks
72,Jonnydubz,8,6.0,1545.29,House of Hard Knocks
72,MajorNC,2,5.0,1610.94,House of Hard Knocks
72,Pindeco,7,5.0,1572.45,House of Hard Knocks
72,Tomcoulton10,3,9.0,1634.24,House of Hard Knocks
72,calumedwards,5,8.0,1609.23,House of Hard Knocks
72,hyperpringle,6,7.0,1710.8400000000001,House of Hard Knocks
72,splangtree,9,10.0,1638.39,House of Hard Knocks
73,0llie,4,9.0,1606.91,House of Hard Knocks
73,DanCoulton,1,8.0,1594.1299999999999,House of Hard Knocks
73,JoeWright,10,5.0,1550.77,House of Hard Knocks
73,Jonnydubz,8,8.0,1677.37,House of Hard Knocks
73,MajorNC,2,10.0,1595.77,House of Hard Knocks
73,Pindeco,7,5.0,1565.97,House of Hard Knocks
73,Tomcoulton10,3,10.0,1716.85,House of Hard Knocks
73,calumedwards,5,6.0,1546.8,House of Hard Knocks
73,hyperpringle,6,8.0,1636.2,House of Hard Knocks
73,splangtree,9,6.0,1549.75,House of Hard Knocks
74,0llie,4,6.0,1474.41,House of Hard Knocks
74,DanCoulton,1,7.0,1582.46,House of Hard Knocks
74,JoeWright,10,3.0,1542.13,House of Hard Knocks
74,Jonnydubz,8,7.0,1655.84,House of Hard Knocks
74,MajorNC,2,7.0,1658.43,House of Hard Knocks
74,Pindeco,7,7.0,1670.84,House of Hard Knocks
74,Tomcoulton10,3,10.0,1780.18,House of Hard Knocks
74,calumedwards,5,11.0,1674.3400000000001,House of Hard Knocks
74,hyperpringle,6,8.0,1762.92,House of Hard Knocks
74,splangtree,9,9.0,1705.88,House of Hard Knocks
75,0llie,4,8.0,1644.43,House of Hard Knocks
75,DanCoulton,1,5.0,1562.21,House of Hard Knocks
75,JoeWright,10,8.0,1543.47,House of Hard Knocks
75,Jonnydubz,8,6.0,1605.01,House of Hard Knocks
75,MajorNC,2,9.0,1695.38,House of Hard Knocks
75,Pindeco,7,5.0,1580.76,House of Hard Knocks
75,Tomcoulton10,3,11.0,1759.15,House of Hard Knocks
75,calumedwards,5,9.0,1502.51,House of Hard Knocks
75,hyperpringle,6,6.0,1650.35,House of Hard Knocks
75,splangtree,9,8.0,1661.19,House of Hard Knocks
76,0llie,4,5.0,1502.6100000000001,House of Hard Knocks
76,DanCoulton,1,7.0,1513.34,House of Hard Knocks
76,JoeWright,10,10.0,1614.56,House of Hard Knocks
76,Jonnydubz,8,6.0,1627.87,House of Hard Knocks
76,MajorNC,2,9.0,1632.9,House of Hard Knocks
76,Pindeco,7,8.0,1638.57,House of Hard Knocks
76,Tomcoulton10,3,12.0,1785.19,House of Hard Knocks
76,calumedwards,5,6.0,1496.84,House of Hard Knocks
76,hyperpringle,6,6.0,1595.5900000000001,House of Hard Knocks
76,splangtree,9,6.0,1570.8500000000001,House of Hard Knocks
77,0llie,4,7.0,1602.21,House of Hard Knocks
77,DanCoulton,1,7.0,1633.8899999999999,House of Hard Knocks
77,JoeWright,10,2.0,1457.24,House of Hard Knocks
77,Jonnydubz,8,7.0,1644.3,House of Hard Knocks
77,MajorNC,2,7.0,1472.97,House of Hard Knocks
77,Pindeco,7,9.0,1651.69,House of Hard Knocks
77,Tomcoulton10,3,12.0,1695.27,House of Hard Knocks
77,calumedwards,5,8.0,1624.3899999999999,House of Hard Knocks
77,hyperpringle,6,7.0,1675.43,House of Hard Knocks
77,splangtree,9,9.0,1581.33,House of Hard Knocks
78,0llie,4,7.0,1573.96,House of Hard Knocks
78,DanCoulton,1,11.0,1685.48,House of Hard Knocks
78,JoeWright,10,6.0,1517.37,House of Hard Knocks
78,Jonnydubz,8,10.0,1593.3,House of Hard Knocks
78,MajorNC,2,10.0,1625.33,House of Hard Knocks
78,Pindeco,7,6.0,1644.91,House of Hard Knocks
78,Tomcoulton10,3,6.0,1597.81,House of Hard Knocks
78,calumedwards,5,7.0,1633.92,House of Hard Knocks
78,hyperpringle,6,3.0,1517.89,House of Hard Knocks
78,splangtree,9,9.0,1698.3400000000001,House of Hard Knocks
79,0llie,4,7.0,1563.56,House of Hard Knocks
79,DanCoulton,1,7.0,1632.22,House of Hard Knocks
79,JoeWright,10,6.0,1568.32,House of Hard Knocks
79,Jonnydubz,8,7.0,1597.87,House of Hard Knocks
79,MajorNC,2,7.0,1627.69,House of Hard Knocks
79,Pindeco,7,10.0,1592.8,House of Hard Knocks
79,Tomcoulton10,3,10.0,1734.52,House of Hard Knocks
79,calumedwards,5,5.0,1610.33,House of Hard Knocks
79,hyperpringle,6,8.0,1626.6,House of Hard Knocks
79,splangtree,9,8.0,1707.58,House of Hard Knocks
80,0llie,4,9.0,1544.54,House of Hard Knocks
80,DanCoulton,1,6.0,1658.47,House of Hard Knocks
80,JoeWright,10,2.0,1431.76,House of Hard Knocks
80,Jonnydubz,8,10.0,1756.72,House of Hard Knocks
80,MajorNC,2,8.0,1704.95,House of Hard Knocks
80,Pindeco,7,8.0,1696.26,House of Hard Knocks
80,Tomcoulton10,3,10.0,1640.3600000000001,House of Hard Knocks
80,calumedwards,5,7.0,1582.58,House of Hard Knocks
80,hyperpringle,6,8.0,1715.04,House of Hard Knocks
80,splangtree,9,7.0,1544.78,House of Hard Knocks
81,0llie,4,6.0,1517.85,House of Hard Knocks
81,DanCoulton,1,10.0,1768.73,House of Hard Knocks
81,JoeWright,10,8.0,1654.85,House of Hard Knocks
81,Jonnydubz,8,8.0,1633.84,House of Hard Knocks
81,MajorNC,2,8.0,1673.18,House of Hard Knocks
81,Pindeco,7,3.0,1543.69,House of Hard Knocks
81,Tomcoulton10,3,12.0,1711.48,House of Hard Knocks
81,calumedwards,5,5.0,1533.0,House of Hard Knocks
81,hyperpringle,6,8.0,1642.98,House of Hard Knocks
81,splangtree,9,7.0,1688.36,House of Hard Knocks
82,0llie,4,4.0,1461.68,House of Hard Knocks
82,DanCoulton,1,11.0,1586.79,House of Hard Knocks
82,JoeWright,10,3.0,1492.59,House of Hard Knocks
82,Jonnydubz,8,7.0,1584.25,House of Hard Knocks
82,MajorNC,2,9.0,1575.48,House of Hard Knocks
82,Pindeco,7,7.0,1572.97,House of Hard Knocks
82,Tomcoulton10,3,11.0,1740.48,House of Hard Knocks
82,calumedwards,5,8.0,1629.04,House of Hard Knocks
82,hyperpringle,6,4.0,1558.94,House of Hard Knocks
82,splangtree,9,11.0,1668.91,House of Hard Knocks
83,0llie,4,8.0,1460.93,House of Hard Knocks
83,DanCoulton,1,7.0,1674.55,House of Hard Knocks
83,JoeWright,10,9.0,1648.95,House of Hard Knocks
83,Jonnydubz,8,7.0,1604.54,House of Hard Knocks
83,MajorNC,2,9.0,1673.35,House of Hard Knocks
83,Pindeco,7,8.0,1730.23,House of Hard Knocks
83,Tomcoulton10,3,7.0,1596.59,House of Hard Knocks
83,calumedwards,5,8.0,1635.47,House of Hard Knocks
83,hyperpringle,6,5.0,1651.11,House of Hard Knocks
83,splangtree,9,7.0,1609.4,House of Hard Knocks
84,0llie,4,7.0,1597.05,House of Hard Knocks
84,DanCoulton,1,6.0,1640.85,House of Hard Knocks
84,JoeWright,10,5.0,1545.66,House of Hard Knocks
84,Jonnydubz,8,9.0,1625.4,House of Hard Knocks
84,MajorNC,2,8.0,1697.38,House of Hard Knocks
84,Pindeco,7,7.0,1574.27,House of Hard Knocks
84,Tomcoulton10,3,7.0,1570.95,House of Hard Knocks
84,calumedwards,5,9.0,1714.06,House of Hard Knocks
84,hyperpringle,6,7.0,1585.33,House of Hard Knocks
84,splangtree,9,10.0,1673.27,House of Hard Knocks
85,0llie,4,7.0,1594.15,House of Hard Knocks
85,DanCoulton,1,10.0,1577.79,House of Hard Knocks
85,JoeWright,10,7.0,1603.17,House of Hard Knocks
85,Jonnydubz,8,11.0,1690.61,House of Hard Knocks
85,MajorNC,2,7.0,1593.8700000000001,House of Hard Knocks
85,Pindeco,7,7.0,1692.65,House of Hard Knocks
85,Tomcoulton10,3,7.0,1566.08,House of Hard Knocks
85,calumedwards,5,3.0,1524.32,House of Hard Knocks
85,hyperpringle,6,7.0,1563.1599999999999,House of Hard Knocks
85,splangtree,9,9.0,1682.54,House of Hard Knocks
86,0llie,4,6.0,1493.9,House of Hard Knocks
86,DanCoulton,1,9.0,1670.09,House of Hard Knocks
86,JoeWright,10,4.0,1526.26,House of Hard Knocks
86,Jonnydubz,8,10.0,1695.72,House of Hard Knocks
86,MajorNC,2,7.0,1473.24,House of Hard Knocks
86,Pindeco,7,7.0,1648.49,House of Hard Knocks
86,Tomcoulton10,3,9.0,1616.81,House of Hard Knocks
86,calumedwards,5,9.0,1524.72,House of Hard Knocks
86,hyperpringle,6,8.0,1627.1599999999999,House of Hard Knocks
86,splangtree,9,6.0,1682.83,House of Hard Knocks
87,0llie,4,7.0,1547.29,House of Hard Knocks
87,DanCoulton,1,6.0,1464.79,House of Hard Knocks
87,JoeWright,10,5.0,1507.97,House of Hard Knocks
87,Jonnydubz,8,13.0,1805.84,House of Hard Knocks
87,MajorNC,2,7.0,1540.77,House of Hard Knocks
87,Pindeco,7,9.0,1771.71,House of Hard Knocks
87,Tomcoulton10,3,10.0,1651.06,House of Hard Knocks
87,calumedwards,5,7.0,1572.1299999999999,House of Hard Knocks
87,hyperpringle,6,5.0,1515.8600000000001,House of Hard Knocks
87,splangtree,9,6.0,1596.28,House of Hard Knocks
88,0llie,4,7.0,1505.25,House of Hard Knocks
88,DanCoulton,1,11.0,1673.3,House of Hard Knocks
88,JoeWright,10,7.0,1527.51,House of Hard Knocks
88,Jonnydubz,8,10.0,1732.79,House of Hard Knocks
88,MajorNC,2,5.0,1607.21,House of Hard Knocks
88,Pindeco,7,8.0,1654.6399999999999,House of Hard Knocks
88,Tomcoulton10,3,9.0,1711.1,House of Hard Knocks
88,calumedwards,5,4.0,1522.95,House of Hard Knocks
88,hyperpringle,6,5.0,1634.08,House of Hard Knocks
88,splangtree,9,9.0,1647.3899999999999,House of Hard Knocks
89,0llie,4,7.0,1476.9,House of Hard Knocks
89,DanCoulton,1,4.0,1590.87,House of Hard Knocks
89,JoeWright,10,7.0,1511.98,House of Hard Knocks
89,Jonnydubz,8,10.0,1717.51,House of Hard Knocks
89,MajorNC,2,10.0,1756.81,House of Hard Knocks
89,Pindeco,7,5.0,1562.6299999999999,House of Hard Knocks
89,Tomcoulton10,3,11.0,1747.6200000000001,House of Hard Knocks
89,calumedwards,5,8.0,1659.2,House of Hard Knocks
89,hyperpringle,6,5.0,1572.75,House of Hard Knocks
89,splangtree,9,8.0,1568.87,House of Hard Knocks
90,0llie,4,4.0,1447.92,House of Hard Knocks
90,DanCoulton,1,6.0,1570.29,House of Hard Knocks
90,JoeWright,10,6.0,1520.0,House of Hard Knocks
90,Jonnydubz,8,9.0,1652.2,House of Hard Knocks
90,MajorNC,2,6.0,1602.47,House of Hard Knocks
90,Pindeco,7,11.0,1644.58,House of Hard Knocks
90,Tomcoulton10,3,10.0,1752.43,House of Hard Knocks
90,calumedwards,5,6.0,1551.2,House of Hard Knocks
90,hyperpringle,6,5.0,1527.43,House of Hard Knocks
90,splangtree,9,12.0,1666.18,House of Hard Knocks
91,0llie,4,9.0,1537.93,House of Hard Knocks
91,DanCoulton,1,7.0,1693.9,House of Hard Knocks
91,JoeWright,10,6.0,1509.7,House of Hard Knocks
91,Jonnydubz,8,10.0,1695.0,House of Hard Knocks
91,MajorNC,2,11.0,1643.22,House of Hard Knocks
91,Pindeco,7,4.0,1447.52,House of Hard Knocks
91,Tomcoulton10,3,6.0,1648.41,House of Hard Knocks
91,calumedwards,5,5.0,1561.69,House of Hard Knocks
91,hyperpringle,6,9.0,1670.85,House of Hard Knocks
91,splangtree,9,8.0,1595.83,House of Hard Knocks
