gameweek,roster_id,pp_points,points,manager,matchup_id,opponent_id,pp_points_opponent,points_opponent,pp_win,win,all_play,league
10,7,86.79999999999998,55.5,Pindeco,1,1,149.62,110.98,0.0,0.0,0.0,UK Dynasty League 
10,8,146.94000000000003,129.74,0llie,5,3,150.51999999999998,128.28,0.0,1.0,8.0,UK Dynasty League 
10,9,163.08,144.57999999999998,DanCoulton,4,11,119.09999999999998,66.4,1.0,1.0,10.0,UK Dynasty League 
10,10,128.0,124.0,boyd100,2,4,94.74000000000001,87.84,1.0,1.0,6.0,UK Dynasty League 
10,11,119.09999999999998,66.4,Falcano83,4,9,163.08,144.57999999999998,0.0,0.0,2.0,UK Dynasty League 
10,12,134.72000000000003,101.92,CantBuyABucket,6,6,98.2,63.5,1.0,1.0,4.0,UK Dynasty League 
11,1,165.22000000000003,142.84,MajorNC,2,4,118.84,86.74,1.0,1.0,10.0,UK Dynasty League 
11,2,192.24,172.64,Tomcoulton10,3,9,135.9,123.4,1.0,1.0,11.0,UK Dynasty League 
11,3,139.51999999999998,120.54,splangtree,5,12,123.9,108.12,1.0,1.0,7.0,UK Dynasty League 
11,4,118.84,86.74,benturvill61,2,1,165.22000000000003,142.84,0.0,0.0,3.0,UK Dynasty League 
11,5,115.6,101.54,mikepearson,4,11,93.06,37.8,1.0,1.0,4.0,UK Dynasty League 
11,6,84.34,41.42,wuds100,6,8,141.28,121.78,0.0,0.0,1.0,UK Dynasty League 
11,7,73.39999999999999,51.4,Pindeco,1,10,135.0,110.34,0.0,0.0,2.0,UK Dynasty League 
11,8,141.28,121.78,0llie,6,6,84.34,41.42,1.0,1.0,8.0,UK Dynasty League 
11,9,135.9,123.4,DanCoulton,3,2,192.24,172.64,0.0,0.0,9.0,UK Dynasty League 
11,10,135.0,110.34,boyd100,1,7,73.39999999999999,51.4,1.0,1.0,6.0,UK Dynasty League 
11,11,93.06,37.8,Falcano83,4,5,115.6,101.54,0.0,0.0,0.0,UK Dynasty League 
11,12,123.9,108.12,CantBuyABucket,5,3,139.51999999999998,120.54,0.0,0.0,5.0,UK Dynasty League 
12,1,141.29999999999998,130.1,MajorNC,6,10,115.46000000000001,102.56,1.0,1.0,10.0,UK Dynasty League 
12,2,223.01999999999998,214.32,Tomcoulton10,2,11,108.38000000000001,51.54,1.0,1.0,11.0,UK Dynasty League 
12,3,131.05999999999997,80.68,splangtree,4,6,111.32,103.72,1.0,0.0,1.0,UK Dynasty League 
12,4,108.94,104.14,benturvill61,1,7,119.48,108.68,0.0,0.0,4.0,UK Dynasty League 
12,5,130.92,117.8,mikepearson,3,9,116.98,116.08,1.0,1.0,8.0,UK Dynasty League 
12,6,111.32,103.72,wuds100,4,3,131.05999999999997,80.68,0.0,1.0,3.0,UK Dynasty League 
12,7,119.48,108.68,Pindeco,1,4,108.94,104.14,1.0,1.0,6.0,UK Dynasty League 
12,8,142.23999999999998,123.64,0llie,5,12,111.46,107.52,1.0,1.0,9.0,UK Dynasty League 
12,9,116.98,116.08,DanCoulton,3,5,130.92,117.8,0.0,0.0,7.0,UK Dynasty League 
12,10,115.46000000000001,102.56,boyd100,6,1,141.29999999999998,130.1,0.0,0.0,2.0,UK Dynasty League 
12,11,108.38000000000001,51.54,Falcano83,2,2,223.01999999999998,214.32,0.0,0.0,0.0,UK Dynasty League 
12,12,111.46,107.52,CantBuyABucket,5,8,142.23999999999998,123.64,0.0,0.0,5.0,UK Dynasty League 
13,1,180.48000000000002,144.06,MajorNC,5,8,137.04,103.64,1.0,1.0,11.0,UK Dynasty League 
13,2,158.55999999999997,117.82,Tomcoulton10,1,7,90.78,75.98,1.0,1.0,9.0,UK Dynasty League 
13,3,141.23999999999998,131.24,splangtree,3,5,102.79999999999998,67.0,1.0,1.0,10.0,UK Dynasty League 
13,4,124.34,107.14,benturvill61,2,11,83.0,64.94,1.0,1.0,8.0,UK Dynasty League 
13,5,102.79999999999998,67.0,mikepearson,3,3,141.23999999999998,131.24,0.0,0.0,2.0,UK Dynasty League 
13,6,59.620000000000005,49.02,wuds100,4,9,94.4,72.2,0.0,0.0,0.0,UK Dynasty League 
13,7,90.78,75.98,Pindeco,1,2,158.55999999999997,117.82,0.0,0.0,4.0,UK Dynasty League 
13,8,137.04,103.64,0llie,5,1,180.48000000000002,144.06,0.0,0.0,7.0,UK Dynasty League 
13,9,94.4,72.2,DanCoulton,4,6,59.620000000000005,49.02,1.0,1.0,3.0,UK Dynasty League 
13,10,140.72000000000003,94.12,boyd100,6,12,143.29999999999998,99.78,0.0,0.0,5.0,UK Dynasty League 
13,11,83.0,64.94,Falcano83,2,4,124.34,107.14,0.0,0.0,1.0,UK Dynasty League 
13,12,143.29999999999998,99.78,CantBuyABucket,6,10,140.72000000000003,94.12,1.0,1.0,6.0,UK Dynasty League 
14,1,0.0,0.0,MajorNC,6,12,0.0,0.0,0.5,0.5,5.5,UK Dynasty League 
14,2,0.0,0.0,Tomcoulton10,2,4,0.0,0.0,0.5,0.5,5.5,UK Dynasty League 
14,3,0.0,0.0,splangtree,4,9,0.0,0.0,0.5,0.5,5.5,UK Dynasty League 
14,4,0.0,0.0,benturvill61,2,2,0.0,0.0,0.5,0.5,5.5,UK Dynasty League 
14,5,0.0,0.0,mikepearson,3,6,0.0,0.0,0.5,0.5,5.5,UK Dynasty League 
14,6,0.0,0.0,wuds100,3,5,0.0,0.0,0.5,0.5,5.5,UK Dynasty League 
14,7,0.0,0.0,Pindeco,1,11,0.0,0.0,0.5,0.5,5.5,UK Dynasty League 
14,8,0.0,0.0,0llie,5,10,0.0,0.0,0.5,0.5,5.5,UK Dynasty League 
14,9,0.0,0.0,DanCoulton,4,3,0.0,0.0,0.5,0.5,5.5,UK Dynasty League 
14,10,0.0,0.0,boyd100,5,8,0.0,0.0,0.5,0.5,5.5,UK Dynasty League 
14,11,0.0,0.0,Falcano83,1,7,0.0,0.0,0.5,0.5,5.5,UK Dynasty League 
14,12,0.0,0.0,CantBuyABucket,6,1,0.0,0.0,0.5,0.5,5.5,UK Dynasty League 
